Tweet_count,Original_Text,Translated_Text,Category,Sentiment
56,"❌️ #NonAuMERCOSUR !

🇫🇷 Protégeons nos agriculteurs, notre alimentation, notre souveraineté face aux traités de libre-échange imposés par l'Union Européenne ! 🇫🇷

En #Savoie comme partout en France, nous disons stop à cette folie !

🚜 Vive nos agriculteurs français ! https://t.co/Lb2czy0t5b","❌️ #NonAuMERCOSUR !

🇫🇷 Protégeons nos agriculteurs, notre alimentation, notre souveraineté face aux traités de libre-échange imposés par l'Union Européenne ! 🇫🇷

En #Savoie comme partout en France, nous disons stop à cette folie !

🚜 Vive nos agriculteurs français ! https://t.co/Lb2czy0t5b",mix,negative
57,"T’es gros = change ton alimentation
T’es fauché = change ta manière de faire de l’argent
T’es dépressif = change ta manière de penser

Pas besoin de plus complexifier les choses","T’es gros = change ton alimentation
T’es fauché = change ta manière de faire de l’argent
T’es dépressif = change ta manière de penser

Pas besoin de plus complexifier les choses",mix,negative
58,"#Interview | ""L’alimentation a une valeur, il faut que les distributeurs acceptent enfin de la respecter."" 

@JeanFLoiseau sur @radioclassique.

Le #replay ici : 
https://t.co/lwXNHmf54a https://t.co/qFAsNLWvtQ","#Interview | ""L’alimentation a une valeur, il faut que les distributeurs acceptent enfin de la respecter."" 

@JeanFLoiseau sur @radioclassique.

Le #replay ici : 
https://t.co/lwXNHmf54a https://t.co/qFAsNLWvtQ",mix,positive
59,"A lire dans ⁦@MarianneleMag⁩, qui consacre cette semaine son dossier à la fabrique de l’obésité, cette Itw toute en nuances du prof Jean-Michel Oppert, spécialiste de la nutrition : 
https://t.co/Z0GodLZNs8 https://t.co/pQrVW13VaX","A lire dans ⁦@MarianneleMag⁩, qui consacre cette semaine son dossier à la fabrique de l’obésité, cette Itw toute en nuances du prof Jean-Michel Oppert, spécialiste de la nutrition : 
https://t.co/Z0GodLZNs8 https://t.co/pQrVW13VaX",mix,positive
60,"J-3 #SIA2025
#OvinAlp monte en force à Paris
↪️5 spécialistes de la santé des sols &amp; nutrition des plantes dont @Sarah_Ovinalp et bibi😉
✅Nous irons bien sûr au @siapro_paris car les innovations, solutions agricoles, ça nous connaît😃
N'est-ce pas Sarah
⏩https://t.co/tKfzgxsFsn https://t.co/qDWe7M5zyR","J-3 #SIA2025
#OvinAlp monte en force à Paris
↪️5 spécialistes de la santé des sols &amp; nutrition des plantes dont @Sarah_Ovinalp et bibi😉
✅Nous irons bien sûr au @siapro_paris car les innovations, solutions agricoles, ça nous connaît😃
N'est-ce pas Sarah
⏩https://t.co/tKfzgxsFsn https://t.co/qDWe7M5zyR",healthy,positive
61,"🎙️🚜 Interview en cours au #SIA2025 pour Luc Smessaert, vice-président #FNSEA pour #France3 : 🎙️ ""On veut que le salon soit un tremplin pour qu'on se dise tous, enfin, qu'on va produire en France notre alimentation. Il faut de la confiance dans les fermes, il faut que les https://t.co/46BWtWzzDD","🎙️🚜 Interview en cours au #SIA2025 pour Luc Smessaert, vice-président #FNSEA pour #France3 : 🎙️ ""On veut que le salon soit un tremplin pour qu'on se dise tous, enfin, qu'on va produire en France notre alimentation. Il faut de la confiance dans les fermes, il faut que les https://t.co/46BWtWzzDD",mix,positive
62,"En cette veille du Salon de l'Agriculture 2025 à Paris, on se réunit aujourd'hui autour du droit à l'alimentation ! ✊🍎

🤝 Vous vous souvenez de Patrick, Ghislaine, Anne et Alexandra de @caritasfrance et du @ReseauCivam, membres du groupe citoyen de l'étude sur l'Injuste prix https://t.co/HSuY98924G","En cette veille du Salon de l'Agriculture 2025 à Paris, on se réunit aujourd'hui autour du droit à l'alimentation ! ✊🍎

🤝 Vous vous souvenez de Patrick, Ghislaine, Anne et Alexandra de @caritasfrance et du @ReseauCivam, membres du groupe citoyen de l'étude sur l'Injuste prix https://t.co/HSuY98924G",mix,positive
63,"@FrDesouche Apparence différente, alimentation et boissons différentes, prénoms, langue, calendrier fêtes et célébrations... se construire contre, se différencier de toutes les façons possibles et désigner comme racistes ceux qui ne font pas semblant de ne pas le voir","@FrDesouche Apparence différente, alimentation et boissons différentes, prénoms, langue, calendrier fêtes et célébrations... se construire contre, se différencier de toutes les façons possibles et désigner comme racistes ceux qui ne font pas semblant de ne pas le voir",mix,negative
64,"Lors de la séance de sensibilisation des jeunes adolescents sur la santé reproductive, la lutte contre le VIH/Sida, la Mpox et la nutrition, ce mercredi 18/2/2025 au lycée du Saint-Esprit, @Burundi1stLady les a appelés à la prudence, à la patience et à aimer les études. https://t.co/8OtyJ61NxI","Lors de la séance de sensibilisation des jeunes adolescents sur la santé reproductive, la lutte contre le VIH/Sida, la Mpox et la nutrition, ce mercredi 18/2/2025 au lycée du Saint-Esprit, @Burundi1stLady les a appelés à la prudence, à la patience et à aimer les études. https://t.co/8OtyJ61NxI",healthy,positive
65,"On a tous en tête plein de questions liées à l'alimentation et Isabelle Huot y répond avec connaissances et talent dans ce Balado.  
Un Podcast enrichissant, pratique et éclairant sur l'alimentation. #podcast #alimentation #manger #Entrepreneurship 
https://t.co/RBPmfwKYNC","On a tous en tête plein de questions liées à l'alimentation et Isabelle Huot y répond avec connaissances et talent dans ce Balado.  
Un Podcast enrichissant, pratique et éclairant sur l'alimentation. #podcast #alimentation #manger #Entrepreneurship 
https://t.co/RBPmfwKYNC",mix,positive
66,"Laurent Nuñez (préfet de police) : « À Paris, on a des rues entières de commerces de téléphonie, d'alimentation, de restauration, de tous types, qui servent à blanchir des fonds »
https://t.co/9XzBIi10xu","Laurent Nuñez (préfet de police) : « À Paris, on a des rues entières de commerces de téléphonie, d'alimentation, de restauration, de tous types, qui servent à blanchir des fonds »
https://t.co/9XzBIi10xu",mix,neutral
67,"Droits de douane américains : ""Il y a beaucoup de préoccupations (...) L'alimentation c'est une arme géostratégique et il nous faut réarmer notre puissance alimentaire"", @AnnieGenevard dans #BonjourLaMatinaleTF1 https://t.co/x4bkWBatBR","Droits de douane américains : ""Il y a beaucoup de préoccupations (...) L'alimentation c'est une arme géostratégique et il nous faut réarmer notre puissance alimentaire"", @AnnieGenevard dans #BonjourLaMatinaleTF1 https://t.co/x4bkWBatBR",mix,positive
68,"« La Sécu de l’alimentation c’est la France, la belle, la grande. C’est l’union entre une institution héritée des luttes ouvrières passées et un plaisir populaire français : se retrouver pour bien manger. »

🗣️ @boris_tavernier 

#DirectAN #JourneeEcoS2025 #SSA https://t.co/cZSEcUvK9u","« La Sécu de l’alimentation c’est la France, la belle, la grande. C’est l’union entre une institution héritée des luttes ouvrières passées et un plaisir populaire français : se retrouver pour bien manger. »

🗣️ @boris_tavernier 

#DirectAN #JourneeEcoS2025 #SSA https://t.co/cZSEcUvK9u",mix,positive
69,"🌷Mercredi soir j'expose et je vends  illus, risos, sérigraphies et des bijoux en porcelaine 
C'est à 20h30 à l'alimentation générale dans le 11e , concert, expo et entrée gratos 🎀🌷 https://t.co/yzVB34IhSm","🌷Mercredi soir j'expose et je vends  illus, risos, sérigraphies et des bijoux en porcelaine 
C'est à 20h30 à l'alimentation générale dans le 11e , concert, expo et entrée gratos 🎀🌷 https://t.co/yzVB34IhSm",mix,neutral
70,"Après avoir lu la thèse de Lucie Rabier sur l'alimentation de l'âne, j'ai appris que l'âne avait un gros intestin de 6 kilogrammes, soit presque deux fois plus lourd que chez l'humain. Ici, Tmax accuse par ses ennemis d'avoir un intestin énorme (c'est légèrement grossophobe). https://t.co/YXre2R6nSv","Après avoir lu la thèse de Lucie Rabier sur l'alimentation de l'âne, j'ai appris que l'âne avait un gros intestin de 6 kilogrammes, soit presque deux fois plus lourd que chez l'humain. Ici, Tmax accuse par ses ennemis d'avoir un intestin énorme (c'est légèrement grossophobe). https://t.co/YXre2R6nSv",mix,negative
71,"#Thread📢Les 27-28 mars la 🇫🇷 accueillera le Sommet Nutrition for Growth #N4GParis pour ↗️ la lutte contre la malnutrition à l’échelle 🌍 👀Campagnes &amp; mobilisation, retrouvez les actions initiées par la société civile en amont de ce rdv international⬇️
https://t.co/Qjs4BqV3YR","#Thread📢Les 27-28 mars la 🇫🇷 accueillera le Sommet Nutrition for Growth #N4GParis pour ↗️ la lutte contre la malnutrition à l’échelle 🌍 👀Campagnes &amp; mobilisation, retrouvez les actions initiées par la société civile en amont de ce rdv international⬇️
https://t.co/Qjs4BqV3YR",healthy,positive
72,"Nouvelle étape vers le sommet Nutrition pour la Croissance, #N4G 🌾 J’ai ouvert hier l’événement «Relever les défis de la lutte contre la malnutrition».

Organisé  par @CaroitEleonore avec @actionsanteorg et @UNICEF_france, il vise à mobiliser  largement avant le Sommet 💪🏿🇫🇷🌍 https://t.co/P1GUERLTXe","Nouvelle étape vers le sommet Nutrition pour la Croissance, #N4G 🌾 J’ai ouvert hier l’événement «Relever les défis de la lutte contre la malnutrition».

Organisé  par @CaroitEleonore avec @actionsanteorg et @UNICEF_france, il vise à mobiliser  largement avant le Sommet 💪🏿🇫🇷🌍 https://t.co/P1GUERLTXe",healthy,positive
73,Je suis si peiné que nos députés du NFP ne peuvent pas débattre et voter sur la sécurité sociale de l'alimentation. J'espère que le texte sera vite repris. #DirectAN,Je suis si peiné que nos députés du NFP ne peuvent pas débattre et voter sur la sécurité sociale de l'alimentation. J'espère que le texte sera vite repris. #DirectAN,mix,negative
74,"🚜 J-3 avant le #SIA2025 !
📣 @VLacroute Vice-présidente en charge de l’#agriculture &amp; #alimentation vous donne 📅 RDV sur le stand de la région IDF (hall 3) pour échanger avec vos producteurs et rencontrer vos Conseillers régionaux engagés à leurs côtés !
Venez nombreux ! 👩‍🌾🐄 https://t.co/IXRCH0xKiA","🚜 J-3 avant le #SIA2025 !
📣 @VLacroute Vice-présidente en charge de l’#agriculture &amp; #alimentation vous donne 📅 RDV sur le stand de la région IDF (hall 3) pour échanger avec vos producteurs et rencontrer vos Conseillers régionaux engagés à leurs côtés !
Venez nombreux ! 👩‍🌾🐄 https://t.co/IXRCH0xKiA",mix,positive
75,En 1886 les omnivores reprochaient à l'alimentation végétale d'être trop simple et pas assez bluffante. En 2055 les omnivores reprochent à l'alimentation végétale d'être trop transformée et d'imiter les produits carnés. 🙄,En 1886 les omnivores reprochaient à l'alimentation végétale d'être trop simple et pas assez bluffante. En 2055 les omnivores reprochent à l'alimentation végétale d'être trop transformée et d'imiter les produits carnés. 🙄,mix,negative
76,"🚲 Préparer le terrain pour l'agenda post-2030

🌍 @SEFIANIMohamed1 souligne l’urgence de renforcer la démocratie locale &amp; la participation citoyenne. Face aux défis majeurs - préservation des écosystèmes, eau, climat, alimentation - les #GLRs doivent être en première ligne. https://t.co/hfK3SuSDFV","🚲 Préparer le terrain pour l'agenda post-2030

🌍 @SEFIANIMohamed1 souligne l’urgence de renforcer la démocratie locale &amp; la participation citoyenne. Face aux défis majeurs - préservation des écosystèmes, eau, climat, alimentation - les #GLRs doivent être en première ligne. https://t.co/hfK3SuSDFV",mix,positive
77,4K de personnes qui pensent que pcq c’est calorique c’est pas healthy… les TCA ont liké le tweet,4K de personnes qui pensent que pcq c’est calorique c’est pas healthy… les TCA ont liké le tweet,healthy,negative
78,"🌍 Changement transformateur nécessaire !

Le nouveau rapport de l'@IPBES appelle à la transformation pour traiter les enjeux interconnectés de la biodiversité, du climat, de l'alimentation, de la santé et de l'eau, selon @pgISYEB.🌿💧🍎

📰@franceinfo
https://t.co/QLiQRy87RG https://t.co/ndiRzz5oX2","🌍 Changement transformateur nécessaire !

Le nouveau rapport de l'@IPBES appelle à la transformation pour traiter les enjeux interconnectés de la biodiversité, du climat, de l'alimentation, de la santé et de l'eau, selon @pgISYEB.🌿💧🍎

📰@franceinfo
https://t.co/QLiQRy87RG https://t.co/ndiRzz5oX2",mix,positive
79,LE SECOND SOUFFLE DU RUSH DOFUS FULL TRYHARD YESLIFE MUSCULATION ALIMENTATION DONJON PVM GENERATION GALET EN MASSE PREMIER ROUBLARD 1V1 2V2 3V3 ON EST REPARTI LA YOUTH AVEC UNE FOUGUE MONUMENTALE BISOU MAMAN JE T'AIME,LE SECOND SOUFFLE DU RUSH DOFUS FULL TRYHARD YESLIFE MUSCULATION ALIMENTATION DONJON PVM GENERATION GALET EN MASSE PREMIER ROUBLARD 1V1 2V2 3V3 ON EST REPARTI LA YOUTH AVEC UNE FOUGUE MONUMENTALE BISOU MAMAN JE T'AIME,mix,negative
80,"@jlmoudenc a signé en 2022 la charte pour une éducation à l’alimentation partout et pour tous portée par @OAgrifood @ggomez_chef 
À Toulouse c’est à la maison du #bienmanger que nous mettrons en place des cours à l’alimentation grâce à la cuisine pédagogie !","@jlmoudenc a signé en 2022 la charte pour une éducation à l’alimentation partout et pour tous portée par @OAgrifood @ggomez_chef 
À Toulouse c’est à la maison du #bienmanger que nous mettrons en place des cours à l’alimentation grâce à la cuisine pédagogie !",mix,positive
81,Details matter.,Details matter.,mix,neutral
82,"Nutriscore : quels sont les bons et les mauvais élèves ?

Alors que Nutrition santé revoit 150 recettes via ses marques Gerblé et Cereal Bio pour aller chercher de meilleures notes, Danone, et Bjorg retirent le nutriscore de leurs produits...

@evajcqt https://t.co/4f2eLelc78","Nutriscore : quels sont les bons et les mauvais élèves ?

Alors que Nutrition santé revoit 150 recettes via ses marques Gerblé et Cereal Bio pour aller chercher de meilleures notes, Danone, et Bjorg retirent le nutriscore de leurs produits...

@evajcqt https://t.co/4f2eLelc78",healthy,neutral
